departamento,nombre_entidad,sector,orden,rama,entidad_centralizada,tipo_de_contrato,modalidad_de_contratacion,estado_contrato,es_pyme,destino_gasto,valor_del_contrato,valor_pagado,fecha_de_firma,fecha_de_inicio_del_contrato,fecha_de_fin_del_contrato,objeto_del_contrato,descripcion_del_proceso,duracion_dias,anio_firma,mes_firma,es_directa,valor_promedio_depto,n_contratos_depto,ratio_vs_depto
Cauca,Rama Judicial – Dirección Seccional de Administración Judicial de Popayán,Ley de Justicia,Nacional,Judicial,Centralizada,Suministros,Mínima cuantía,En ejecución,Si,,107273200,0,2026-05-04T00:00:00.000Z,2026-05-06T00:00:00.000Z,2026-12-31T00:00:00.000Z,SUMINISTRO DE COMBUSTIBLES PARA LOS VEHÍCULOS ASIGNADOS A LOS DESPACHOS JUDICIALES Y ADMINISTRATIVOS Y PLANTAS DE ENERGÍA ELÉCTRICA; PARA LAS SEDES DE LA DIRECCIÓN EJECUTIVA DE ADMINISTRACION JUDICIAL DE POPAYAN; SEGÚN LOS DETALLES CONSIGNADOS EN LAS ESPECIFICACIONES DEL OBJETO CONTRACTUAL.,SUMINISTRO DE COMBUSTIBLES PARA LOS VEHÍCULOS ASIGNADOS A LOS DESPACHOS JUDICIALES Y ADMINISTRATIVOS Y PLANTAS DE ENERGÍA ELÉCTRICA; PARA LAS SEDES DE LA DIRECCIÓN EJECUTIVA DE ADMINISTRACION JUDICIAL DE POPAYAN; SEGÚN LOS DETALLES CONSIGNADOS EN LAS ESPECIFICACIONES DEL OBJETO CONTRACTUAL.,239,2026,5,0,1.9055105056899488E8,1174,0.56
Distrito Capital de Bogotá,SUBRED INTEGRADA DE SERVICIO DE SALUD CENTRO ORIENTE E.S.E 1,Salud y Protección Social,Territorial,Ejecutivo,Descentralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,,18968032,0,2026-04-29T00:00:00.000Z,2026-04-29T00:00:00.000Z,2026-05-31T00:00:00.000Z,PRESTAR SERVICIOS COMO MEDICO ESPECIALISTA EMERGENCIOLOGO PARA DESARROLLAR ACTIVIDADES EN LA DIRECCIÓN DE SERVICIOS DE URGENCIAS DE LA SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E.,PRESTAR SERVICIOS COMO MEDICO ESPECIALISTA EMERGENCIOLOGO PARA DESARROLLAR ACTIVIDADES EN LA DIRECCIÓN DE SERVICIOS DE URGENCIAS DE LA SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E.,32,2026,4,1,5.57940873615632E8,8393,0.03
,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE ARBELAEZ,Salud y Protección Social,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,1902545,0,2026-04-28T00:00:00.000Z,2026-04-28T00:00:00.000Z,2026-04-30T00:00:00.000Z,"LA PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN
COMO FACTURADOR DEL SERVICIO DE CONSULTA EXTERNA
DE LA ESE HOSPITAL SAN ANTONIO DE ARBELAEZ
RECURSOS PROPIOS","LA PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN
COMO FACTURADOR DEL SERVICIO DE CONSULTA EXTERNA
DE LA ESE HOSPITAL SAN ANTONIO DE ARBELAEZ
RECURSOS PROPIOS",2,2026,4,1,,,
Distrito Capital de Bogotá,UNIDAD PRESTADORA DE SALUD BOGOTÁ,defensa,Nacional,Ejecutivo,Centralizada,Prestación de servicios,Contratación directa,En ejecución,No,,72615209,0,2026-04-27T00:00:00.000Z,2026-04-28T00:00:00.000Z,2026-09-17T00:00:00.000Z,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO MÉDICO ESPECIALISTA II EN MEDICINA INTERNA ASISTENCIAL PARA LA UNIDAD PRESTADORA DE SALUD DE BOGOTÁ,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO MÉDICO ESPECIALISTA II EN MEDICINA INTERNA ASISTENCIAL PARA LA UNIDAD PRESTADORA DE SALUD DE BOGOTÁ,142,2026,4,1,5.57940873615632E8,8393,0.13
Magdalena,CORPORACION AUTONOMA REGIONAL DEL MAGDALENA,Ambiente y Desarrollo Sostenible,Corporación Autónoma,Corporación Autónoma,Centralizada,Prestación de servicios,Selección Abreviada de Menor Cuantía,En ejecución,Si,,180000000,0,2026-04-27T00:00:00.000Z,2026-05-04T00:00:00.000Z,2027-03-03T00:00:00.000Z,Proveer; instalar equipos de redes firewall; swicthes; Ap´s.; y router para la prestación del servicio de internet a través de canal dedicado simétrico y la solución de firewall perimetral; de conformidad con las características técnicas en el alcance del objeto,Proveer; instalar equipos de redes firewall; swicthes; Ap´s.; y router para la prestación del servicio de internet a través de canal dedicado simétrico y la solución de firewall perimetral; de conformidad con las características técnicas en el alcance del objeto,303,2026,4,0,7.677943580718768E7,3506,2.34
Cundinamarca,ESE HOSPITAL SALAZAR DE VILLETA,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,,18698856,0,2026-04-27T00:00:00.000Z,2026-04-27T00:00:00.000Z,2026-06-30T00:00:00.000Z,APOYO PROFESIONAL A LA GESTIÓN ASISTENCIAL COMO MEDICO INTERNISTA PARA LA EJECUCIÓN DEL CONVENIO INTERADMINISTRATIVO N° SS-CD-CVI-1131-2025 PARA EL MUNICIPIO DE LA PEÑA; UTICA Y QUEBRADANEGRA,APOYO PROFESIONAL A LA GESTIÓN ASISTENCIAL COMO MEDICO INTERNISTA PARA LA EJECUCIÓN DEL CONVENIO INTERADMINISTRATIVO N° SS-CD-CVI-1131-2025 PARA EL MUNICIPIO DE LA PEÑA; UTICA Y QUEBRADANEGRA,64,2026,4,1,2.1014358096011004E8,3635,0.09
Antioquia,FISCALÍA GENERAL DE LA NACIÓN REGIONAL NOROCCIDENTAL,Ley de Justicia,Nacional,Judicial,Centralizada,Compraventa,Mínima cuantía,En ejecución,Si,,6348650,0,2026-04-24T00:00:00.000Z,2026-04-30T00:00:00.000Z,2026-07-06T00:00:00.000Z,LA FISCALIA GENERAL DE LA NACIÓN- SUBDIRECCIÓN REGIONAL DE APOYO NOROCCIDENTAL REQUIERE CONTRATAR LA COMPRAVENTA  DE ELEMENTOS  DE SEÑALIZACIÓN CON AVISOS PARA FACHADAS; DEMARCACIÓN DE OFICINAS Y ÁREAS COMUNES; DEMARACIÓN DE PLACA CONMEMORATIVA; DEMARCACIÓN INTERNA/EXTERNA PUNTOS DE ATENCIÓN DE FISCALÍAS  (PAF's)  PARA  LAS DIRECCIONES DE FISCALÍA MEDELLIN; ANTIOQUIA; CÓRDOBA Y SUCRE.,LA FISCALIA GENERAL DE LA NACIÓN- SUBDIRECCIÓN REGIONAL DE APOYO NOROCCIDENTAL REQUIERE CONTRATAR LA COMPRAVENTA  DE ELEMENTOS  DE SEÑALIZACIÓN CON AVISOS PARA FACHADAS; DEMARCACIÓN DE OFICINAS Y ÁREAS COMUNES; DEMARACIÓN DE PLACA CONMEMORATIVA; DEMARCACIÓN INTERNA/EXTERNA PUNTOS DE ATENCIÓN DE FISC,67,2026,4,0,3.077974599038113E8,4959,0.02
Distrito Capital de Bogotá,HOSPITAL MILITAR CENTRAL,defensa,Nacional,Ejecutivo,Descentralizada,Prestación de servicios,Contratación directa,En ejecución,No,,15265300,0,2026-04-24T00:00:00.000Z,2026-04-27T00:00:00.000Z,2026-11-30T00:00:00.000Z,PRESTACION DE SERVICIOS COMO CAMILLERO PARA EL SERVICIO DE ENFERMERIA DE LA ENTIDAD DESCENTRALIZADA DEL SECTOR DEFENSA - HOSPITAL MILITAR CENTRAL,PRESTACION DE SERVICIOS COMO CAMILLERO PARA EL SERVICIO DE ENFERMERIA DE LA ENTIDAD DESCENTRALIZADA DEL SECTOR DEFENSA - HOSPITAL MILITAR CENTRAL,217,2026,4,1,5.57940873615632E8,8393,0.03
Antioquia,CONCEJO MUNICIPAL DE EL BAGRE,Servicio Público,Territorial,Corporación Autónoma,Centralizada,Suministros,Mínima cuantía,Modificado,Si,,19185000,0,2026-04-24T00:00:00.000Z,2026-04-24T00:00:00.000Z,2026-05-30T00:00:00.000Z,APOYO LOGÍSTICO PARA REALIZACIÓN DE SESIONES EXTRAORDINARIAS Y ORDINARIAS DEL CONCEJO MUNICIPAL DE EL BAGRE; ANTIOQUIA EN LOS MESES DE ABRIL Y MAYO DE 2026,APOYO LOGÍSTICO PARA REALIZACIÓN DE SESIONES EXTRAORDINARIAS Y ORDINARIAS DEL CONCEJO MUNICIPAL DE EL BAGRE; ANTIOQUIA EN LOS MESES DE ABRIL Y MAYO DE 2026,36,2026,4,0,3.077974599038113E8,4959,0.06
Meta,MUNICIPIO DE PUERTO GAITAN,Servicio Público,Territorial,Ejecutivo,Centralizada,Compraventa,Mínima cuantía,En ejecución,Si,,99999514,0,2026-04-23T00:00:00.000Z,2026-05-05T00:00:00.000Z,2026-06-04T00:00:00.000Z,ADQUISICION DE KITS DE HABITAT PARA LAS FAMILIAS VICTIMAS DE LA VIOLENCIA EN EL MARCO DEL PROCESO DE REUBICACION DE LA COMUNIDAD INDÍGENA BARRULIA DEL MUNICIPIO DE PUERTO GAITAN - META,ADQUISICION DE KITS DE HABITAT PARA LAS FAMILIAS VICTIMAS DE LA VIOLENCIA EN EL MARCO DEL PROCESO DE REUBICACION DE LA COMUNIDAD INDÍGENA BARRULIA DEL MUNICIPIO DE PUERTO GAITAN - META,30,2026,4,0,2.278074871755618E8,2136,0.44
Distrito Capital de Bogotá,DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL,defensa,Nacional,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,,160000000,0,2026-04-23T00:00:00.000Z,2026-04-30T00:00:00.000Z,2026-11-30T00:00:00.000Z,MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA EL FUNCIONAMIENTO DE LOS SISTEMAS Y ESPACIOS FÍSICOS DE RESPALDO Y DISTRIBUCIÓN DE ENERGIA ELÉCTRICA DE LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL,MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA EL FUNCIONAMIENTO DE LOS SISTEMAS Y ESPACIOS FÍSICOS DE RESPALDO Y DISTRIBUCIÓN DE ENERGIA ELÉCTRICA DE LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL,214,2026,4,0,5.57940873615632E8,8393,0.29
Córdoba,ALCALDIA DE LA APARTADA CORDOBA,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,,48900000,0,2026-04-23T00:00:00.000Z,2026-04-24T00:00:00.000Z,2026-05-08T00:00:00.000Z,PRESTACIÓN DE SERVICIOS PARA REALIZAR ACTIVIDADES LÚDICAS EN EL MARCO DEL MES DE LOS NIÑOS Y LAS NIÑAS EN LA APARTADA 2026 RUTA 26: COLOMBIA UN TERRITORIO PARA JUGAR,PRESTACIÓN DE SERVICIOS PARA REALIZAR ACTIVIDADES LÚDICAS EN EL MARCO DEL MES DE LOS NIÑOS Y LAS NIÑAS EN LA APARTADA 2026 RUTA 26: COLOMBIA UN TERRITORIO PARA JUGAR,14,2026,4,0,9.420889641948956E8,431,0.05
Boyacá,MUNICIPIO DE PAIPA,Servicio Público,Territorial,Ejecutivo,Centralizada,Suministros,Selección Abreviada de Menor Cuantía,En ejecución,Si,,80000000,0,2026-04-23T00:00:00.000Z,2026-04-24T00:00:00.000Z,2026-12-28T00:00:00.000Z,SUMINISTRO DE ALIMENTACIÓN PARA LA FUERZA PÚBLICA; CUANDO SEA REQUERIDO EN EVENTOS INSTITUCIONALES Y/O CON OCASIÓN DE LA NECESIDAD QUE SE PRESENTE EN EL MUNICIPIO DE PAIPA,SUMINISTRO DE ALIMENTACIÓN PARA LA FUERZA PÚBLICA; CUANDO SEA REQUERIDO EN EVENTOS INSTITUCIONALES Y/O CON OCASIÓN DE LA NECESIDAD QUE SE PRESENTE EN EL MUNICIPIO DE PAIPA,248,2026,4,0,2.231946501464273E8,2841,0.36
Meta,HOSPITAL LOCAL PRIMER NIVEL E.S.E. FUENTEDEORO,Salud y Protección Social,Territorial,Ejecutivo,Descentralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,,16500000,16500000,2026-04-23T00:00:00.000Z,2026-04-23T00:00:00.000Z,2026-04-29T00:00:00.000Z,ADQUISICION DE EQUIPOS DE COMPUTO E IMPRESORAS PARA EL HOSPITAL LOCAL PRIMER NIVEL ESE FUENTEDEORO,ADQUISICION DE EQUIPOS DE COMPUTO E IMPRESORAS PARA EL HOSPITAL LOCAL PRIMER NIVEL ESE FUENTEDEORO,6,2026,4,1,2.278074871755618E8,2136,0.07
Santander,MUNICIPIO DE BUCARAMANGA,Servicio Público,Territorial,Ejecutivo,Descentralizada,Suministros,Selección Abreviada de Menor Cuantía,En ejecución,Si,Inversión,882000000,0,2026-04-23T00:00:00.000Z,2026-04-27T00:00:00.000Z,2026-12-31T00:00:00.000Z,FELINOS QUE SE ENCUENTREN EN RIESGO Y VULNERABILIDAD POR CONDICIÓN DE CALLE O MALTRATO ANIMAL EN EL MUNICIPIO DE BUCARAMANGA,FELINOS QUE SE ENCUENTREN EN RIESGO Y VULNERABILIDAD POR CONDICIÓN DE CALLE O MALTRATO ANIMAL EN EL MUNICIPIO DE BUCARAMANGA,248,2026,4,0,2.540564492865275E8,2635,3.47
Vichada,HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS DE PUERTO CARREÑO1,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación directa,En ejecución,No,Funcionamiento,5400000,0,2026-04-22T00:00:00.000Z,2026-04-22T00:00:00.000Z,2026-05-31T00:00:00.000Z,PRESTACION DE SERVICIOS Y DE APOYO A LA GESTION COMO CONDUCTOR DE LA AMBULANCIA DEL HOSPITAL LOCAL DE LA PRIMAVERA,PRESTACION DE SERVICIOS Y DE APOYO A LA GESTION COMO CONDUCTOR DE LA AMBULANCIA DEL HOSPITAL LOCAL DE LA PRIMAVERA,39,2026,4,1,2.7632764037514653E7,853,0.2
Distrito Capital de Bogotá,UNIDAD PRESTADORA DE SALUD BOGOTÁ,defensa,Nacional,Ejecutivo,Centralizada,Prestación de servicios,Contratación directa,En ejecución,No,Funcionamiento,13186456,0,2026-04-22T00:00:00.000Z,2026-04-22T00:00:00.000Z,2026-09-24T00:00:00.000Z,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTION COMO TÉCNICO ADMINISTRATIVO PARA EL GRUPO MEDICO LABORAL DE LA UNIDAD PRESTADORA DE SALUD BOGOTÁ,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTION COMO TÉCNICO ADMINISTRATIVO PARA EL GRUPO MEDICO LABORAL DE LA UNIDAD PRESTADORA DE SALUD BOGOTÁ,155,2026,4,1,5.57940873615632E8,8393,0.02
Cundinamarca,ALCALDIA MUNICIPIO DE ZIPAQUIRA,Servicio Público,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,No,Inversión,57197900,0,2026-04-22T00:00:00.000Z,2026-04-24T00:00:00.000Z,2026-12-23T00:00:00.000Z,PRESTACIÓN DE SERVICIOS PARA LA REALIZACIÓN DE EXÁMENES MÉDICOS OCUPACIONALES DE INGRESO; PERIÓDICOS Y DE EGRESO; INTERVENCIÓN SOBRE LAS RECOMENDACIONES DE LA BATERÍA DE RIESGOS PSICOSOCIAL; DISEÑO DEL SISTEMA DE VIGILANCIA EPIDEMIOLÓGICO DE RIESGO CARDIOVASCULAR Y ANÁLISIS DE PUESTOS DE TRABAJO,PRESTACIÓN DE SERVICIOS PARA LA REALIZACIÓN DE EXÁMENES MÉDICOS OCUPACIONALES DE INGRESO; PERIÓDICOS Y DE EGRESO; INTERVENCIÓN SOBRE LAS RECOMENDACIONES DE LA BATERÍA DE RIESGOS PSICOSOCIAL; DISEÑO DEL SISTEMA DE VIGILANCIA EPIDEMIOLÓGICO DE RIESGO CARDIOVASCULAR Y ANÁLISIS DE PUESTOS DE TRABAJO,243,2026,4,0,2.1014358096011004E8,3635,0.27
Vichada,HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS DE PUERTO CARREÑO1,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación directa,En ejecución,No,Funcionamiento,4797000,0,2026-04-21T00:00:00.000Z,2026-04-21T00:00:00.000Z,2026-05-31T00:00:00.000Z,PRESTACIÓN DE SERVICIOS Y DE APOYO A LA GESTIÓN COMO AUXILIAR DE SERVICIOS GENERALES PARA EL HOSPITAL LOCAL DE SANTA ROSALIA,PRESTACIÓN DE SERVICIOS Y DE APOYO A LA GESTIÓN COMO AUXILIAR DE SERVICIOS GENERALES PARA EL HOSPITAL LOCAL DE SANTA ROSALIA,40,2026,4,1,2.7632764037514653E7,853,0.17
Antioquia,SENA REGIONAL ANTIOQUIA Grupo de Apoyo Administrativo Mixto,Trabajo,Nacional,Ejecutivo,Descentralizada,Suministros,Mínima cuantía,En ejecución,Si,Inversión,160135000,0,2026-04-21T00:00:00.000Z,2026-04-24T00:00:00.000Z,2026-12-31T00:00:00.000Z,"5_319Prestar el servicio de mantenimiento integral preventivo y correctivo; con provisión de repuestos; para los vehículos oficiales y aula móvil 
del SENA Regional Antioquia.","5_319Prestar el servicio de mantenimiento integral preventivo y correctivo; con provisión de repuestos; para los vehículos oficiales y aula móvil 
del SENA Regional Antioquia.",251,2026,4,0,3.077974599038113E8,4959,0.52
Distrito Capital de Bogotá,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.**,Salud y Protección Social,Territorial,Ejecutivo,Descentralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,6760721,0,2026-04-21T00:00:00.000Z,2026-04-21T00:00:00.000Z,2026-06-30T00:00:00.000Z,PRESTAR SERVICIOS COMO APOYO TÉCNICO ADMINISTRATIVO EN LA DIRECCIÓN DE CONTRATACIÓN DE LA SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.,PRESTAR SERVICIOS COMO APOYO TÉCNICO ADMINISTRATIVO EN LA DIRECCIÓN DE CONTRATACIÓN DE LA SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.,70,2026,4,1,5.57940873615632E8,8393,0.01
Distrito Capital de Bogotá,COLEGIO VILLAMAR IED,Educación Nacional,Territorial,Corporación Autónoma,Centralizada,Otro,Contratación régimen especial (con ofertas),En ejecución,Si,Inversión,897260,0,2026-04-21T00:00:00.000Z,2026-04-21T00:00:00.000Z,2026-05-23T00:00:00.000Z,CONTRATAR EL DISEÑO Y SUMINISTRO DE CARNETS PARA LOS ESTUDIANTES; VIGENCIA 2026 PARA LA INSTITUCION EDUCATIVA DISTRITAL VILLAMAR,CONTRATAR EL DISEÑO Y SUMINISTRO DE CARNETS PARA LOS ESTUDIANTES; VIGENCIA 2026 PARA LA INSTITUCION EDUCATIVA DISTRITAL VILLAMAR,32,2026,4,1,5.57940873615632E8,8393,0.0
Distrito Capital de Bogotá,INSTITUTO NACIONAL PARA CIEGOS,Educación Nacional,Nacional,Ejecutivo,Descentralizada,Suministros,Mínima cuantía,Modificado,Si,,4500000,0,2026-04-20T00:00:00.000Z,2026-04-23T00:00:00.000Z,2026-12-31T00:00:00.000Z,Adquisición de Insumos varios para el funcionamiento de la Imprenta Nacional para Ciegos del INCI.,Adquisición de Insumos varios para el funcionamiento de la Imprenta Nacional para Ciegos del INCI.,252,2026,4,0,5.57940873615632E8,8393,0.01
Boyacá,SENA PUERTO BOYACA,Educación Nacional,Nacional,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,Inversión,20100000,0,2026-04-20T00:00:00.000Z,2026-04-27T00:00:00.000Z,2026-12-15T00:00:00.000Z,Contratar los mantenimientos de saneamiento básico del Centro de la Innovación Agroindustrial y de Servicios. Lote 2 Mantenimiento Tanques.,Contratar los mantenimientos de saneamiento básico del Centro de la Innovación Agroindustrial y de Servicios. Lote 2 Mantenimiento Tanques.,232,2026,4,0,2.231946501464273E8,2841,0.09
Distrito Capital de Bogotá,HOSPITAL MILITAR CENTRAL,defensa,Nacional,Ejecutivo,Descentralizada,Prestación de servicios,Contratación directa,En ejecución,Si,Funcionamiento,81000000,0,2026-04-20T00:00:00.000Z,2026-04-28T00:00:00.000Z,2026-11-30T00:00:00.000Z,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO FÍSICOS MÉDICOS; ESPECIALISTAS EN PROTECCIÓN RADIOLÓGICA Y SEGURIDAD NUCLEAR PARA LOS SERVICIOS QUE HACEN USO DE RADIACIONES IONIZANTES Y MATERIAL RADIACTIVO EN EL HOSPITAL MILITAR CENTRAL COMO PERSONA JURÍDICA,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO FÍSICOS MÉDICOS; ESPECIALISTAS EN PROTECCIÓN RADIOLÓGICA Y SEGURIDAD NUCLEAR PARA LOS SERVICIOS QUE HACEN USO DE RADIACIONES IONIZANTES Y MATERIAL RADIACTIVO EN EL HOSPITAL MILITAR CENTRAL COMO PERSONA JURÍDICA,216,2026,4,1,5.57940873615632E8,8393,0.15
Antioquia,MUNICIPIO DE MACEO,Servicio Público,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,Inversión,10000000,0,2026-04-17T00:00:00.000Z,2026-04-17T00:00:00.000Z,2026-05-02T00:00:00.000Z,PRESTACIÓN DE SERVICIOS LOGÍSTICOS Y DE SUMINISTROS PARA LA CONMEMORACIÓN DEL DÍA DEL IDIOMA Y EL LIBRO A CELEBRARSE EN EL MUNICIPIO DE MACEO - ANTIOQUIA,PRESTACIÓN DE SERVICIOS LOGÍSTICOS Y DE SUMINISTROS PARA LA CONMEMORACIÓN DEL DÍA DEL IDIOMA Y EL LIBRO A CELEBRARSE EN EL MUNICIPIO DE MACEO - ANTIOQUIA,15,2026,4,0,3.077974599038113E8,4959,0.03
Valle del Cauca,ARMADA NACIONAL BASE NAVAL ARC MALAGA,defensa,Nacional,Ejecutivo,Centralizada,Compraventa,Mínima cuantía,En ejecución,Si,Funcionamiento,43375000,0,2026-04-17T00:00:00.000Z,2026-04-20T00:00:00.000Z,2026-07-17T00:00:00.000Z,ADQUISICIÓN DE EQUIPOS DE BOMBEO Y COMPRESORES DE LAS UNIDADES ADSCRITAS ADMINISTRATIVAMENTE A LA BASE NAVAL No.2 ARC MALAGA,ADQUISICIÓN DE EQUIPOS DE BOMBEO Y COMPRESORES DE LAS UNIDADES ADSCRITAS ADMINISTRATIVAMENTE A LA BASE NAVAL No.2 ARC MALAGA,88,2026,4,0,3.972895858212735E8,2764,0.11
Antioquia,JUNTA DE DEPORTES COPACABANA,deportes,Territorial,Ejecutivo,Centralizada,Suministros,Mínima cuantía,En ejecución,Si,Funcionamiento,10742127,0,2026-04-17T00:00:00.000Z,2026-04-17T00:00:00.000Z,2026-07-16T00:00:00.000Z,Suministro de insumos de papelería necesarios para el normal funcionamiento administrativo y operativo del Instituto de Deportes y Recreación de Copacabana  INDER Copacabana.,Suministro de insumos de papelería necesarios para el normal funcionamiento administrativo y operativo del Instituto de Deportes y Recreación de Copacabana  INDER Copacabana.,90,2026,4,0,3.077974599038113E8,4959,0.03
Cundinamarca,E.S.E HOSPITAL SAN RAFAEL DE CAQUEZA,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,Funcionamiento,26545262,0,2026-04-16T00:00:00.000Z,2026-04-16T00:00:00.000Z,2026-07-31T00:00:00.000Z,PRESTAR SERVICIOS COMO AUXILIAR DE ENFERMERÍA COMO GESTOR (A) DE BIENESTAR INTEGRAL (GEBI) PARA LA EJECUCIÓN DE ACTIVIDADES DEL PLAN DE SALUD PUBLICA DE INTERVENCIONES COLECTIVAS DEL MUNICIPIO DE CHIPAQUE AL SERVICIO LA E.S.E HOSPITAL SAN RAFAEL DE CÁQUEZA,PRESTAR SERVICIOS COMO AUXILIAR DE ENFERMERÍA COMO GESTOR (A) DE BIENESTAR INTEGRAL (GEBI) PARA LA EJECUCIÓN DE ACTIVIDADES DEL PLAN DE SALUD PUBLICA DE INTERVENCIONES COLECTIVAS DEL MUNICIPIO DE CHIPAQUE AL SERVICIO LA E.S.E HOSPITAL SAN RAFAEL DE CÁQUEZA,106,2026,4,1,2.1014358096011004E8,3635,0.13
Magdalena,ESE HOSPITAL DEPARTAMENTAL SAN RAFAEL,Salud y Protección Social,Territorial,Ejecutivo,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,Funcionamiento,3000000,0,2026-04-16T00:00:00.000Z,2026-04-16T00:00:00.000Z,2026-04-30T00:00:00.000Z,PRESTACION DE SERVICIOS PROFESIONALES COMO NUTRICIONISTA  EN AREA URBANA DE LOS EQUIPOS BÁSICOS DE SALUD SEGÚN RESOLUCION 711 DE 2025 ASIGNADOS A LA E.S.E. HOSPITAL DEPARTAMENTAL SAN RAFAEL DE FUNDACIÓN MAGDALENA,PRESTACION DE SERVICIOS PROFESIONALES COMO NUTRICIONISTA  EN AREA URBANA DE LOS EQUIPOS BÁSICOS DE SALUD SEGÚN RESOLUCION 711 DE 2025 ASIGNADOS A LA E.S.E. HOSPITAL DEPARTAMENTAL SAN RAFAEL DE FUNDACIÓN MAGDALENA,14,2026,4,1,7.677943580718768E7,3506,0.04
La Guajira,MUNICIPIO DE URIBIA,Servicio Público,Territorial,Ejecutivo,Centralizada,Decreto 092 de 2017,Contratación régimen especial (con ofertas),En ejecución,Si,Inversión,400368948,0,2026-04-15T00:00:00.000Z,2026-04-17T00:00:00.000Z,2026-08-14T00:00:00.000Z,"FORMACIÓN DE ENTORNOS PROTECTORES MEDIANTE LA
CREACIÓN DE REDES DE APOYO Y LA ASISTENCIA A VÍCTIMAS
POR RAZONES DE GÉNERO Y OTROS TIPO DE VIOLENCIA EN
EL CONTEXTO DE FAMILIAS DEL MUNICIPIO DE URIBIA","FORMACIÓN DE ENTORNOS PROTECTORES MEDIANTE LA
CREACIÓN DE REDES DE APOYO Y LA ASISTENCIA A VÍCTIMAS
POR RAZONES DE GÉNERO Y OTROS TIPO DE VIOLENCIA EN
EL CONTEXTO DE FAMILIAS DEL MUNICIPIO DE URIBIA",119,2026,4,1,9.56909428035982E8,667,0.42
Magdalena,ESE HOSPITAL DEPARTAMENTAL SAN RAFAEL,Salud y Protección Social,Territorial,Ejecutivo,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,Funcionamiento,4500000,0,2026-04-15T00:00:00.000Z,2026-04-15T00:00:00.000Z,2026-04-30T00:00:00.000Z,PRESTACION DE SERVICIOS PROFESIONALES COMO MEDICO GENERAL PARA LA ATENCION DE PACIENTES EN LAS DIFERENTES AREAS DE LA E.S.E. HOSPITAL DEPARTAMENTAL SAN RAFAEL DE FUNDACION MAGDALENA,PRESTACION DE SERVICIOS PROFESIONALES COMO MEDICO GENERAL PARA LA ATENCION DE PACIENTES EN LAS DIFERENTES AREAS DE LA E.S.E. HOSPITAL DEPARTAMENTAL SAN RAFAEL DE FUNDACION MAGDALENA,15,2026,4,1,7.677943580718768E7,3506,0.06
